question_idx,question,expected_chunk_ids,retrieved_top10_ids,rrf_scores,semantic_ranks,bm25_ranks
53,Fond öhdəliklərini yerinə yetirmək üçün vəsaiti çatışmadıqda haradan borc vəsaiti cəlb edə bilər və kompensasiya ödədikdə həmin məbləği necə geri tələb edir?,Əmanətlərin sığortalanması haqqında_ch_II_art_4_8,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_I_art_4_19|Əmanətlərin sığortalanması haqqında_ch_II_art_4_8|İstehlakçıların hüquqlarının müdafiəsi haqqında_ch_II_art_1_31|Əmanətlərin sığortalanması haqqında_ch_III_art_27_32|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_IV_art_1_88|Əmanətlərin sığortalanması haqqında_ch_II_art_21_25|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_IV_art_5_85|Əmanətlərin sığortalanması haqqında_ch_II_art_14_18|Əmanətlərin sığortalanması haqqında_ch_III_art_28_33|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_16_222,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_I_art_4_19:0.016393|Əmanətlərin sığortalanması haqqında_ch_II_art_4_8:0.016393|İstehlakçıların hüquqlarının müdafiəsi haqqında_ch_II_art_1_31:0.016129|Əmanətlərin sığortalanması haqqında_ch_III_art_27_32:0.016129|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_IV_art_1_88:0.015873|Əmanətlərin sığortalanması haqqında_ch_II_art_21_25:0.015873|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_IV_art_5_85:0.015625|Əmanətlərin sığortalanması haqqında_ch_II_art_14_18:0.015625|Əmanətlərin sığortalanması haqqında_ch_III_art_28_33:0.015385|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_16_222:0.015385,1||2||3||4|||5,|1||2||3||4|5|
54,Fondun Himayəçilik Şurası hansı halda Fondun uzunmüddətli borc qiymətli kağızlarının buraxılması haqqında qərar qəbul edir və bu səlahiyyəti icraçı direktora həvalə edə bilərmi?,Əmanətlərin sığortalanması haqqında_ch_II_art_8_12,Əmanətlərin sığortalanması haqqında_ch_II_art_5_9|Azərbaycan Respublikası Prezidentinin 1999-cu il 14 may tarixli 130 nömrəli Fərmanı ilə təsdiq edilmiş «Azərbaycan Respublikasının fəxri adları haqqında Əsasnamə»də dəyişikliklər edilməsi barədə_art_10_11|Əmanətlərin sığortalanması haqqında_ch_II_art_8_12|Əmanətlərin sığortalanması haqqında_ch_II_art_7_11|“İpoteka örtüyünün reyestrinin aparılması və sərəncamçı tərəfindən ipoteka örtüyünün yoxlanılmasının nəticələri barədə hesabata dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4|Əmanətlərin sığortalanması haqqında_ch_II_art_10_14|“İnvestisiya qiymətli kağızlarının qiymətinin sabitləşdirilməsi haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4|Əmanətlərin sığortalanması haqqında_ch_II_art_20_24|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_10_216|Əmanətlərin sığortalanması haqqında_ch_II_art_6_10,Əmanətlərin sığortalanması haqqında_ch_II_art_5_9:0.029877|Azərbaycan Respublikası Prezidentinin 1999-cu il 14 may tarixli 130 nömrəli Fərmanı ilə təsdiq edilmiş «Azərbaycan Respublikasının fəxri adları haqqında Əsasnamə»də dəyişikliklər edilməsi barədə_art_10_11:0.016393|Əmanətlərin sığortalanması haqqında_ch_II_art_8_12:0.016393|Əmanətlərin sığortalanması haqqında_ch_II_art_7_11:0.016129|“İpoteka örtüyünün reyestrinin aparılması və sərəncamçı tərəfindən ipoteka örtüyünün yoxlanılmasının nəticələri barədə hesabata dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4:0.016129|Əmanətlərin sığortalanması haqqında_ch_II_art_10_14:0.015873|“İnvestisiya qiymətli kağızlarının qiymətinin sabitləşdirilməsi haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4:0.015873|Əmanətlərin sığortalanması haqqında_ch_II_art_20_24:0.015625|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_10_216:0.015625|Əmanətlərin sığortalanması haqqında_ch_II_art_6_10:0.015385,5|1|||2||3||4|,9||1|2||3||4||5
55,"Fondun icraçı direktoru necə təyin edilir, səlahiyyət müddəti neçə ildir və hansı tələblərə cavab verməlidir?",Əmanətlərin sığortalanması haqqında_ch_II_art_9_13,Əmanətlərin sığortalanması haqqında_ch_II_art_9_13|Əmanətlərin sığortalanması haqqında_ch_II_art_5_9|Əmanətlərin sığortalanması haqqında_ch_II_art_6_10|Əmanətlərin sığortalanması haqqında_ch_II_art_10_14|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_29_44|Əmanətlərin sığortalanması haqqında_ch_II_art_8_12|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_6_20|Əmanətlərin sığortalanması haqqında_ch_II_art_7_11|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_140_162|45937180-250a-4b4a-b8e5-153945adb06d_art_15_23,Əmanətlərin sığortalanması haqqında_ch_II_art_9_13:0.032787|Əmanətlərin sığortalanması haqqında_ch_II_art_5_9:0.016129|Əmanətlərin sığortalanması haqqında_ch_II_art_6_10:0.016129|Əmanətlərin sığortalanması haqqında_ch_II_art_10_14:0.015873|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_29_44:0.015873|Əmanətlərin sığortalanması haqqında_ch_II_art_8_12:0.015625|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_6_20:0.015625|Əmanətlərin sığortalanması haqqında_ch_II_art_7_11:0.015385|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_140_162:0.015385|45937180-250a-4b4a-b8e5-153945adb06d_art_15_23:0.015152,1|2|||3||4||5|,1||2|3||4||5||6
56,Fondun sığorta ehtiyatları hansı mənbələr hesabına formalaşır?,Əmanətlərin sığortalanması haqqında_ch_II_art_11_15,Əmanətlərin sığortalanması haqqında_ch_II_art_11_15|Əmanətlərin sığortalanması haqqında_ch_II_art_16_20|Əmanətlərin sığortalanması haqqında_ch_II_art_18_22|Əmanətlərin sığortalanması haqqında_ch_II_6|Əmanətlərin sığortalanması haqqında_ch_II_art_3_7|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_IV_79|Əmanətlərin sığortalanması haqqında_ch_II_art_13_17|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_2_246|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_IV_art_2_89|Əmanətlərin sığortalanması haqqında_ch_II_art_21_25,Əmanətlərin sığortalanması haqqında_ch_II_art_11_15:0.032787|Əmanətlərin sığortalanması haqqında_ch_II_art_16_20:0.028373|Əmanətlərin sığortalanması haqqında_ch_II_art_18_22:0.028191|Əmanətlərin sığortalanması haqqında_ch_II_6:0.016129|Əmanətlərin sığortalanması haqqında_ch_II_art_3_7:0.016129|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_IV_79:0.015873|Əmanətlərin sığortalanması haqqında_ch_II_art_13_17:0.015625|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_2_246:0.015625|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_IV_art_2_89:0.015385|Əmanətlərin sığortalanması haqqında_ch_II_art_21_25:0.015385,1|20|9|2||3||4|5|,1|3|13||2||4|||5
57,Sığorta haqlarını vaxtında ödəməyən iştirakçı banka tətbiq edilən dəbbə pulu necə hesablanır və 30 gün ərzində ödəniş edilmədikdə hansı tədbirlər görülür?,Əmanətlərin sığortalanması haqqında_ch_II_art_15_19,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_I_art_3_18|Əmanətlərin sığortalanması haqqında_ch_II_art_15_19|beaf2f3b-d7c9-4377-8d69-d29758699119_art_1_31|Əmanətlərin sığortalanması haqqında_ch_II_art_4_8|İstehlak krediti müqaviləsi üzrə standart məlumatlandırma forması_art_3_4_part1|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_137_159|Əmanətlərin sığortalanması haqqında_ch_II_art_22_26|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_138_160|Əmanətlərin sığortalanması haqqında_ch_II_art_21_25|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_24_230,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_I_art_3_18:0.016393|Əmanətlərin sığortalanması haqqında_ch_II_art_15_19:0.016393|beaf2f3b-d7c9-4377-8d69-d29758699119_art_1_31:0.016129|Əmanətlərin sığortalanması haqqında_ch_II_art_4_8:0.016129|İstehlak krediti müqaviləsi üzrə standart məlumatlandırma forması_art_3_4_part1:0.015873|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_137_159:0.015873|Əmanətlərin sığortalanması haqqında_ch_II_art_22_26:0.015625|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_138_160:0.015625|Əmanətlərin sığortalanması haqqında_ch_II_art_21_25:0.015385|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_24_230:0.015385,1||2|||3||4||5,|1||2|3||4||5|
58,Fond risklərin bölüşdürülməsi məqsədilə sərbəst pul vəsaitlərini hansı maliyyə alətlərində yerləşdirə bilər?,Əmanətlərin sığortalanması haqqında_ch_II_art_18_22,Əmanətlərin sığortalanması haqqında_ch_II_art_18_22|baab9bc790127f849f8ac1040_art_3_29|9018b71b0859bc7a490ea0f22_art_5_56|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_I_art_1_4|Valyuta tənzimi haqqında_art_7_59|802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_II_art_12_15|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_IV_art_1_88|baab9bc790127f849f8ac1040_art_2_28|baab9bc790127f849f8ac1040_intro_1_part26|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_2_208,Əmanətlərin sığortalanması haqqında_ch_II_art_18_22:0.032787|baab9bc790127f849f8ac1040_art_3_29:0.030331|9018b71b0859bc7a490ea0f22_art_5_56:0.026172|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_I_art_1_4:0.016129|Valyuta tənzimi haqqında_art_7_59:0.016129|802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_II_art_12_15:0.015873|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_IV_art_1_88:0.015873|baab9bc790127f849f8ac1040_art_2_28:0.015625|baab9bc790127f849f8ac1040_intro_1_part26:0.015385|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_2_208:0.015385,1|8|14||2||3|4||5,1|4|19|2||3|||5|
59,Fond öz funksiyalarını yerinə yetirərkən maliyyə bazarlarına nəzarət orqanına və Mərkəzi Banka hansı məlumatları təqdim edir?,Əmanətlərin sığortalanması haqqında_ch_II_art_21_25,802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_XII_art_63_86|Əmanətlərin sığortalanması haqqında_ch_II_art_21_25|802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_XI_77|Əmanətlərin sığortalanması haqqında_ch_II_art_22_26|802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_IX_art_52_118|Banklar Haqqında Qanun_ch_VII_art_52_76|590-IIQ-Banklar haqqında_ch_VII_art_52_76|590-IIQ-Banklar haqqında_ch_V_63|Banklar Haqqında Qanun_ch_III_art_22_35_part3|Banklar Haqqında Qanun_ch_V_63,802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_XII_art_63_86:0.016393|Əmanətlərin sığortalanması haqqında_ch_II_art_21_25:0.016393|802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_XI_77:0.016129|Əmanətlərin sığortalanması haqqında_ch_II_art_22_26:0.016129|802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_IX_art_52_118:0.015873|Banklar Haqqında Qanun_ch_VII_art_52_76:0.015873|590-IIQ-Banklar haqqında_ch_VII_art_52_76:0.015625|590-IIQ-Banklar haqqında_ch_V_63:0.015625|Banklar Haqqında Qanun_ch_III_art_22_35_part3:0.015385|Banklar Haqqında Qanun_ch_V_63:0.015385,1||2||3|||4||5,|1||2||3|4||5|
60,Mərkəzi Bank banklarla bağlı hansı qərarlar qəbul edildikdə bu barədə Fonda növbəti iş günündən gec olmayaraq məlumat göndərməlidir?,Əmanətlərin sığortalanması haqqında_ch_II_art_21_25,802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_IX_art_49_114|590-IIQ-Banklar haqqında_ch_X_art_69_114|Əmanətlərin sığortalanması haqqında_ch_II_art_17_21|Banklar Haqqında Qanun_ch_X_art_69_109|Əmanətlərin sığortalanması haqqında_ch_IV_art_30_36|8a4d0220-9312-4ef2-88e8-c65b607a186a_art_3_4|Əmanətlərin sığortalanması haqqında_ch_II_art_22_26|d6a9834a-d9f7-49f3-abff-14cd901c615d_art_5_11|faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7_art_3_4|Banklarda əməliyyat risklərinin idarə edilməsi Qaydası_art_5_11,802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_IX_art_49_114:0.026547|590-IIQ-Banklar haqqında_ch_X_art_69_114:0.016393|Əmanətlərin sığortalanması haqqında_ch_II_art_17_21:0.016393|Banklar Haqqında Qanun_ch_X_art_69_109:0.016129|Əmanətlərin sığortalanması haqqında_ch_IV_art_30_36:0.016129|8a4d0220-9312-4ef2-88e8-c65b607a186a_art_3_4:0.015873|Əmanətlərin sığortalanması haqqında_ch_II_art_22_26:0.015873|d6a9834a-d9f7-49f3-abff-14cd901c615d_art_5_11:0.015625|faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7_art_3_4:0.015625|Banklarda əməliyyat risklərinin idarə edilməsi Qaydası_art_5_11:0.015385,12|1||2||3|||4|,19||1||2||3|4||5
61,Mərkəzi Bank iştirakçı bankın Fond qarşısında öhdəliklərini yerinə yetirmədiyini aşkar etdikdə hansı tədbirləri görür və pozuntular aradan qaldırılmazsa hansı sanksiyalar tətbiq edilir?,Əmanətlərin sığortalanması haqqında_ch_II_art_21_25,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_I_art_10_24|Valyuta tənzimi haqqında_art_2_44|Əmanətlərin sığortalanması haqqında_ch_II_art_21_25|Əmanətlərin sığortalanması haqqında_ch_II_art_14_18|802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_XII_art_61_84|Əmanətlərin sığortalanması haqqında_ch_I_art_2_4_part2|İstehlakçıların hüquqlarının müdafiəsi haqqında_ch_II_art_6_36|_Dövlət qeydiyyatına alınmışdır__art_14_16|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_I_art_7_22|Əmanətlərin sığortalanması haqqında_ch_II_art_22_26,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_I_art_10_24:0.031281|Valyuta tənzimi haqqında_art_2_44:0.016393|Əmanətlərin sığortalanması haqqında_ch_II_art_21_25:0.016393|Əmanətlərin sığortalanması haqqında_ch_II_art_14_18:0.016129|802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_XII_art_61_84:0.015873|Əmanətlərin sığortalanması haqqında_ch_I_art_2_4_part2:0.015873|İstehlakçıların hüquqlarının müdafiəsi haqqında_ch_II_art_6_36:0.015625|_Dövlət qeydiyyatına alınmışdır__art_14_16:0.015625|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_I_art_7_22:0.015385|Əmanətlərin sığortalanması haqqında_ch_II_art_22_26:0.015385,2|1|||3||4||5|,6||1|2||3||4||5
62,Bankın çevrilmə formasında yenidən təşkilinə qabaqcadan razılıq alınması üçün müraciətə hansı sənədlər əlavə edilməlidir?,“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_6_10,590-IIQ-Banklar haqqında_ch_III_art_29_46|Banklar Haqqında Qanun_ch_III_art_29_46|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_4_8|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_6_10|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_7|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_1_2|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_5_9|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_18_61|Bank Hesabları Qaydası_art_18_61|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_6,590-IIQ-Banklar haqqında_ch_III_art_29_46:0.032018|Banklar Haqqında Qanun_ch_III_art_29_46:0.031514|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_4_8:0.030550|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_6_10:0.029380|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_7:0.016129|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_1_2:0.015873|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_5_9:0.015873|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_18_61:0.015385|Bank Hesabları Qaydası_art_18_61:0.015152|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_6:0.015152,1|2|4|17||3||5|6|,4|5|7|1|2||3|||6
63,BOKT-yə çevrilən bank əmanətçilər qarşısında olan öhdəliklərinin icrasına dair hesabatı hansı müddət ərzində və kimlər tərəfindən imzalanmış şəkildə Palataya təqdim etməlidir?,“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_6_10,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_105_125|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_6_10|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_116_138|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_7|590-IIQ-Banklar haqqında_ch_VIII_art_57_96_part1|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_III_art_3_76|Banklar Haqqında Qanun_ch_VIII_art_57_91_part1|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_164_188|590-IIQ-Banklar haqqında_ch_VIII_art_57_96_part2|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_38_54,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_105_125:0.016393|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_6_10:0.016393|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_116_138:0.016129|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_7:0.016129|590-IIQ-Banklar haqqında_ch_VIII_art_57_96_part1:0.015873|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_III_art_3_76:0.015873|Banklar Haqqında Qanun_ch_VIII_art_57_91_part1:0.015625|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_164_188:0.015625|590-IIQ-Banklar haqqında_ch_VIII_art_57_96_part2:0.015385|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_38_54:0.015385,1||2|||3||4||5,|1||2|3||4||5|
64,Palata hansı hallarda bankın yenidən təşkilinə qabaqcadan verdiyi razılığı ləğv edir?,“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_6_10,590-IIQ-Banklar haqqında_ch_III_art_29_46|Banklar Haqqında Qanun_ch_III_art_29_46|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_7|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_117_370|590-IIQ-Banklar haqqında_ch_VIII_81|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_4_8|5b725bb224d33e2085294c793_art_15_32|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_6_10|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_IV_art_4_84|“Kredit ittifaqına bank əməliyyatının həyata keçirilməsi üçün lisenziya verilməsi Qaydası”nın təsdiq edilməsi haqqında_art_4_6,590-IIQ-Banklar haqqında_ch_III_art_29_46:0.032522|Banklar Haqqında Qanun_ch_III_art_29_46:0.032002|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_7:0.016393|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_117_370:0.015873|590-IIQ-Banklar haqqında_ch_VIII_81:0.015625|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_4_8:0.015625|5b725bb224d33e2085294c793_art_15_32:0.015385|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_6_10:0.015385|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_IV_art_4_84:0.015152|“Kredit ittifaqına bank əməliyyatının həyata keçirilməsi üçün lisenziya verilməsi Qaydası”nın təsdiq edilməsi haqqında_art_4_6:0.015152,1|2||3|4||5||6|,2|3|1|||4||5||6
65,"""Bankların yenidən təşkili haqqında Qaydalar""a görə ""birləşmə"" və ""qoşulma"" anlayışları bir-birindən nə ilə fərqlənir?",“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_6,“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_6|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_1_5|590-IIQ-Banklar haqqında_ch_III_art_29_46|Banklar Haqqında Qanun_ch_III_art_29_46|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_1_2|98a6608d0eb4e83b612fde01f_art_1_36|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_III_art_3_51|_Dövlət qeydiyyatına alınmışdır_art_3_4|5b725bb224d33e2085294c793_art_15_32|590-IIQ-Banklar haqqında_ch_X_art_85_133,“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_6:0.032266|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_1_5:0.031054|590-IIQ-Banklar haqqında_ch_III_art_29_46:0.031010|Banklar Haqqında Qanun_ch_III_art_29_46:0.030536|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_1_2:0.028309|98a6608d0eb4e83b612fde01f_art_1_36:0.016393|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_III_art_3_51:0.016129|_Dövlət qeydiyyatına alınmışdır_art_3_4:0.015873|5b725bb224d33e2085294c793_art_15_32:0.015625|590-IIQ-Banklar haqqında_ch_X_art_85_133:0.014925,3|2|5|6|16|1|||4|7,1|7|4|5|6||2|3||
