question,expected_chunk_ids,expected_document_ids,retrieved_top10,rank_of_first_relevant,recall@1,recall@3,recall@5,recall@10,mrr,hit@1,hit@3,hit@5,hit@10
"Qanuna görə ""öhdəlik daşıyan şəxslər"" kimlərdir və bu anlayış ""maliyyə institutları"" ilə ""qeyri-maliyyə institutları və peşə sahibləri"" anlayışlarından necə fərqlənir?",Məcəllə_art_1_2_part1,Məcəllə,"Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_3_7,Məcəllə_art_3_7,AML Sanksiya Dəyişiklikləri_art_3_4_part1,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_17_26,Məcəllə_art_17_26,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_1_2_part2,Məcəllə_art_1_2_part2,Banklar Haqqında Qanun_ch_I_art_1_3_part1,Banklarda əməliyyat risklərinin idarə edilməsi Qaydası_art_2_6_part1,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_5_12",-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
"Qanunun 1.1.8-ci yarımbəndinə əsasən hansı subyektlər ""maliyyə institutları"" kateqoriyasına aiddir?",Məcəllə_art_1_2_part1,Məcəllə,"Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_3_7,Məcəllə_art_3_7,ad29955c-5a37-413c-937e-cd1e5988ae62_art_2_6,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_14_22_part2,Məcəllə_art_14_22_part2,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_16_25,Məcəllə_art_16_25,802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_IX_art_48_62,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_11_18_part1,Məcəllə_art_11_18_part1",-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
"Qanuna görə ""virtual aktiv"" anlayışı necə müəyyən edilir və hansı alətlər virtual aktiv hesab edilmir?",Məcəllə_art_1_2_part1,Məcəllə,"Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_1_2_part1,Məcəllə_art_1_2_part1,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_1_2_part2,Məcəllə_art_1_2_part2,“Ödəmə qabiliyyətini itirmiş bankların rezolyusiyası və sağlamlaşdırma tədbirləri çərçivəsində qeyri-işlək (toksik) aktivlərin təqdim edilməsi Qaydası”nın təsdiq edilməsi haqqında_art_2_7,6c51a485-6986-4257-b6e0-25475732f1dc_art_2_6,AML Sanksiya Dəyişiklikləri_art_3_4_part2,“Ödəmə qabiliyyətini itirmiş bankların rezolyusiyası və sağlamlaşdırma tədbirləri çərçivəsində qeyri-işlək (toksik) aktivlərin təqdim edilməsi Qaydası”nın təsdiq edilməsi haqqında_art_3_8,Dənizkənarı Bulvar İdarəsinin fəaliyyətinin təmin edilməsi haqqında_art_1_2_part3,Məcəllə_art_25_36_part1",2,0.0,1.0,1.0,1.0,0.5,0,1,1,1
"Qanuna görə ""benefisiar mülkiyyətçi"" kim hesab edilir?",Məcəllə_art_1_2_part2,Məcəllə,"64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_16_35,Bank Hesabları Qaydası_art_16_35,590-IIQ-Banklar haqqında_ch_I_art_1_3_part2,Banklar Haqqında Qanun_ch_I_art_1_3_part2,Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər_art_2_5_part2,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_1_2_part2,Məcəllə_art_1_2_part2,Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları_art_2_5_part2,Banklarda əməliyyat risklərinin idarə edilməsi Qaydası_art_2_6_part1,Məcəllə_art_17_26",7,0.0,0.0,0.0,1.0,0.14285714285714285,0,0,0,1
"Qanunda ""mühüm iştirak payı"" hansı faiz həddi ilə müəyyən edilir?",Məcəllə_art_1_2_part2,Məcəllə,"Dənizkənarı Bulvar İdarəsinin fəaliyyətinin təmin edilməsi haqqında_art_61_70_part1,590-IIQ-Banklar haqqında_ch_III_art_22_35_part1,Banklar Haqqında Qanun_ch_III_art_22_35_part1,Valyuta tənzimi haqqında_art_13_15,933-IIIQ-Bank olmayan kredit təşkilatları haqqında_ch_II_art_7_11_part1,590-IIQ-Banklar haqqında_ch_III_art_22_35_part3,590-IIQ-Banklar haqqında_ch_III_art_30_47_part1,933-IIIQ-Bank olmayan kredit təşkilatları haqqında_ch_II_art_7_11_part2,Banklar Haqqında Qanun_ch_III_art_22_35_part3,Banklar Haqqında Qanun_ch_III_art_30_47_part1",-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
"""Siyasi nüfuzlu şəxslərin yaxın qohumları"" anlayışına hansı şəxslər daxildir?",Məcəllə_art_1_2_part3,Məcəllə,"Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_7_14,Məcəllə_art_7_14,64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_7_75,Bank Hesabları Qaydası_art_7_75,64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_21_89,Bank Hesabları Qaydası_art_21_89,45937180-250a-4b4a-b8e5-153945adb06d_art_16_24_part2,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_1_2_part3,Məcəllə_art_1_2_part3,Bank Hesabları Qaydası_art_6_74",9,0.0,0.0,0.0,1.0,0.1111111111111111,0,0,0,1
"Qanuna əsasən ""siyasi nüfuzlu şəxs"" statusuna hansı vəzifə sahibləri aiddir?",Məcəllə_art_1_2_part3,Məcəllə,"Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_7_14,Məcəllə_art_7_14,45937180-250a-4b4a-b8e5-153945adb06d_art_16_24_part2,64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_21_89,Bank Hesabları Qaydası_art_21_89,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_1_2_part3,Məcəllə_art_1_2_part3,d290a5c47f251d932318feaec_art_3_3_part2,Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları_art_2_5_part2,Məcəllə_art_17_26",7,0.0,0.0,0.0,1.0,0.14285714285714285,0,0,0,1
FATF nədir və hansı məqsədlə fəaliyyət göstərir?,Məcəllə_art_1_2_part3 | Məcəllə_art_1_2_part4,Məcəllə,"Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_1_2_part3,Məcəllə_art_1_2_part3,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_9_16,Məcəllə_art_9_16,dc1546b51b6aa6b3d92409836_intro_1_part1,a416bd5767831ef5222712ecd_art_4_19_part5,Əmanətlərin sığortalanması haqqında_ch_II_art_21_25,ba0d73daa9275fa1fe1e4694b_intro_1_part17,Banklar Haqqında Qanun_ch_I_art_1_3_part3,Əmanətlərin sığortalanması haqqında_ch_II_art_8_12",-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
"Qanuna görə ""yüksək riskli zonalar"" hansı əlamətlərə görə müəyyən edilir?",Məcəllə_art_1_2_part4,Məcəllə,"Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_9_16,Məcəllə_art_9_16,Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları_art_3_8_part3,Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları_art_3_8_part1,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_1_2_part4,Məcəllə_art_1_2_part4,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_21_30_part2,Məcəllə_art_21_30_part2,8a4d0220-9312-4ef2-88e8-c65b607a186a_art_2_8_part2,faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7_art_2_8_part2",6,0.0,0.0,0.0,1.0,0.16666666666666666,0,0,0,1
Qanunun tətbiq dairəsinə görə bu Qanun kimlər arasındakı münasibətləri tənzimləyir və Azərbaycan yurisdiksiyasından kənar fəaliyyətə necə tətbiq olunur?,Məcəllə_art_2_6,Məcəllə,"Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_2_6,Məcəllə_art_2_6,Auditor xidməti haqqında_art_1_2,Daxili audit haqqında_ch_I_art_2_4,933-IIIQ-Bank olmayan kredit təşkilatları haqqında_ch_I_art_2_4,Valyuta tənzimi haqqında_art_2_73,933-IIIQ-Bank olmayan kredit təşkilatları haqqında_intro_1,Banklar Haqqında Qanun_intro_1,Banklarda əməliyyat risklərinin idarə edilməsi Qaydası_art_1_5,Banklar Haqqında Qanun_ch_I_art_5_9",2,0.0,1.0,1.0,1.0,0.5,0,1,1,1
Qanunun tələbləri qeyri-maliyyə institutları və peşə sahiblərinə hansı hallarda tətbiq olunur?,Məcəllə_art_3_7,Məcəllə,"Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_3_7,Məcəllə_art_3_7,933-IIIQ-Bank olmayan kredit təşkilatları haqqında_intro_1,Banklar Haqqında Qanun_ch_I_art_3_7,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_13_21,Məcəllə_art_13_21,Daxili audit haqqında_ch_I_art_2_4,590-IIQ-Banklar haqqında_ch_I_art_3_7,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_2_6,Məcəllə_art_2_6",2,0.0,1.0,1.0,1.0,0.5,0,1,1,1
"""Anbarların açılması, bağlanması və möhürlənməsi jurnalı"" üçün müəyyən edilmiş saxlanma müddəti neçə ildir?",“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_90_108,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə,"“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_90_108,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_125_147,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_91_109,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_85_103,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_97_116,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_227_255,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_6_13,Məcəllə_art_6_13,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_251_279,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_150_172",-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
