Question ID,Category,Question,Ground Truth,Generated Answer,Retrieved Chunk IDs,Retrieved Documents,Retrieval Time,Prompt Time,Generation Time,Total Time,Error
Q011,laws,Nəzarət subyekti yoxlama haqqında hesabatı neçə iş günü ərzində imzalayıb Mərkəzi Banka təqdim etməlidir?,Nəzarət subyektinin səlahiyyətli şəxsi yoxlama haqqında hesabatı aldığı gündən 7 iş günü ərzində onu imzalayaraq Mərkəzi Banka təqdim etməlidir.,Nəzarət subyektinin səlahiyyətli şəxsi yoxlama haqqında hesabatı aldığı gündən 7 (yeddi) iş günü ərzində onu imzalayaraq Mərkəzi Banka təqdim edir.,"[""802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_IX_art_53_68"", ""802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_IX_art_52_66_part1"", ""802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_IX_art_53_70"", ""Banklarda korporativ idarəetmə Standartları_art_17_29_part2"", ""Azərbaycan Respublikası Prezidentinin Fərmanı_art_13_21_part2""]","[""802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında"", ""802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında"", ""802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında"", ""Banklarda korporativ idarəetmə Standartları"", ""Azərbaycan Respublikası Prezidentinin Fərmanı""]",31.185490874995594,0.008024583003134467,32.46674512499885,63.805372750008246,
Q012,laws,Nəzarət subyekti yoxlama hesabatını müəyyən edilmiş müddətdə təqdim etmədikdə Mərkəzi Bank hansı addımı atır?,"Yoxlama hesabatı vaxtında təqdim edilmədikdə, Mərkəzi Bank özündə olan yoxlama hesabatına bu barədə müvafiq qeyd əlavə edir.",Mərkəzi Bank özündə olan yoxlama hesabatına müvafiq qeyd əlavə edir.,"[""802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_IX_art_53_68"", ""802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_IX_art_52_66_part1"", ""933-IIIQ-Bank olmayan kredit təşkilatları haqqında_ch_VI_art_22_48_part2"", ""802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_IX_art_53_70"", ""7fd12f0749b180441d54cd4de_art_2_8_part1""]","[""802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında"", ""802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında"", ""933-IIIQ-Bank olmayan kredit təşkilatları haqqında"", ""802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında"", ""7fd12f0749b180441d54cd4de""]",36.281068917000084,0.027427084001828916,35.56183166700066,72.09549300000072,
Q013,laws,Nəzarət subyektinin yoxlama hesabatına etirazı olduqda bu etiraz necə rəsmiləşdirilir?,"Nəzarət subyektinin səlahiyyətli şəxsi hesabatı imzalayır və izahatını (etirazını) hesabata əlavə edir. Etiraz əsaslı hesab edildikdə, yoxlama qrupu hesabatda müvafiq dəyişiklik edir.",Nəzarət subyektinin yoxlama hesabatına dair izahatı (etirazı) olduqda nəzarət subyektinin səlahiyyətli şəxsi yoxlama hesabatını imzalayır və öz izahatını (etirazını) hesabata əlavə edir.,"[""802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_IX_art_53_68"", ""802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_IX_art_52_66_part1"", ""7fd12f0749b180441d54cd4de_art_2_8_part1"", ""Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər_art_5_17_part2"", ""802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_IX_art_53_69""]","[""802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında"", ""802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında"", ""7fd12f0749b180441d54cd4de"", ""Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər"", ""802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında""]",32.83013099999516,0.009037625000928529,30.97047291698982,63.969599750009365,
Q014,laws,Mərkəzi Bank yoxlamanın nəticələri üzrə yekun qərarı hansı müddətdə qəbul edir?,Mərkəzi Bank yekun qərarı 53.5-ci maddədə nəzərdə tutulmuş müddət başa çatdıqdan sonra 30 təqvim günü ərzində qəbul edir və bu barədə nəzarət subyektinə yazılı məlumat göndərir.,Mərkəzi Bank yoxlamanın nəticələri ilə bağlı yekun qərarını bu Qanunun 53.5-ci maddəsində nəzərdə tutulmuş müddət bitdikdən sonra 30 (otuz) təqvim günü müddətində qəbul edir.,"[""802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_IX_art_53_68"", ""802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_IX_art_52_66_part1"", ""Banklarda korporativ idarəetmə Standartları_art_17_29_part2"", ""Banklar Haqqında Qanun_ch_VIII_81_part4"", ""802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_XI_art_58_80""]","[""802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında"", ""802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında"", ""Banklarda korporativ idarəetmə Standartları"", ""Banklar Haqqında Qanun"", ""802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında""]",32.87947354199423,0.01785162500164006,26.829299457996967,59.8911851659941,
Q015,laws,Nəzarət subyekti yoxlama haqqında hesabatı hansı hallarda açıqlaya bilər?,"Nəzarət subyekti yoxlama haqqında hesabatı yalnız Mərkəzi Bankın razılığı ilə açıqlaya bilər. İstisna olaraq, yoxlamanın nəticələri üzrə şikayətlə bağlı məhkəməyə açıqlanması halları buna daxil deyil.","Yoxlama haqqında hesabatı Mərkəzi Bankın razılığı olmadan açıqlaya bilməz, istisna olmaqla yoxlamanın nəticələri üzrə şikayətin verilməsi ilə əlaqədar məhkəməyə açıqlanması halları.","[""802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_IX_art_53_68"", ""802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_IX_art_52_66_part1"", ""7fd12f0749b180441d54cd4de_art_2_8_part1"", ""802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_IX_art_53_69"", ""Banklar Haqqında Qanun_ch_V_art_46_67""]","[""802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında"", ""802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında"", ""7fd12f0749b180441d54cd4de"", ""802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında"", ""Banklar Haqqında Qanun""]",24.389112832999672,0.01067950000287965,34.21747633400082,58.73242804099573,
Q016,laws,Xarici valyutada olan əmanətlər üzrə kompensasiya necə ödənilir?,"Xarici valyutada olan əmanətlər üzrə kompensasiya əmanətin valyutasında ödənilir. Əmanət ABŞ dolları və ya Avroda olmadıqda, kompensasiya Mərkəzi Bankın sığorta hadisəsinin baş verdiyi gün üçün müəyyən etdiyi rəsmi məzənnələr əsasında hesablanmış çarpaz məzənnə ilə ödənilir.",---,"[""Əmanətlərin sığortalanması haqqında_ch_III_art_27_32"", ""Əmanətlərin sığortalanması haqqında_ch_I_art_2_4_part1"", ""Əmanətlərin sığortalanması haqqında_ch_III_art_26_31"", ""Əmanətlərin sığortalanması haqqında_ch_II_art_3_7"", ""Əmanətlərin sığortalanması haqqında_intro_1""]","[""Əmanətlərin sığortalanması haqqında"", ""Əmanətlərin sığortalanması haqqında"", ""Əmanətlərin sığortalanması haqqında"", ""Əmanətlərin sığortalanması haqqında"", ""Əmanətlərin sığortalanması haqqında""]",46.44232987500436,0.015558915998553857,34.40520804199332,81.0474083750014,
Q017,laws,Əmanətlər üzrə hesablanmış faizlər hansı şərtlə kompensasiyaya daxil edilir?,"Əmanətlər üzrə faizlər sığorta hadisəsinin baş verdiyi günə qədər hesablanmış məbləğdə ödənilir, lakin ümumi kompensasiya qanunun 26.1-ci maddəsində müəyyən edilmiş maksimum məbləği aşmamalıdır.","Əmanətlər üzrə faizlər sığorta hadisəsinin baş verdiyi günə qədər hesablanmış məbləğdə ödənilir, bu şərtlə ki, kompensasiya bu qanunun 26.1-ci maddəsində göstərilən məbləğdən artıq olmasın.","[""Əmanətlərin sığortalanması haqqında_ch_III_art_26_31"", ""Əmanətlərin sığortalanması haqqında_ch_III_art_27_32"", ""Əmanətlərin sığortalanması haqqında_ch_I_art_2_4_part1"", ""Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının Bank sistemində əmanətlərin (depozitlərin) uçot Qaydaları_art_3_7"", ""Əmanətlərin sığortalanması haqqında_intro_1""]","[""Əmanətlərin sığortalanması haqqında"", ""Əmanətlərin sığortalanması haqqında"", ""Əmanətlərin sığortalanması haqqında"", ""Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının Bank sistemində əmanətlərin (depozitlərin) uçot Qaydaları"", ""Əmanətlərin sığortalanması haqqında""]",41.359556541996426,0.017094208000344224,25.879037082995637,67.38907608299633,
Q018,laws,Əmanətçilərin Fond və iştirakçı banklarla bağlı hansı məlumatları tələb etmək hüququ vardır?,"Əmanətçilər bankın Fondun iştirakçısı olması, əmanətlərin sığortalanması şərtləri, kompensasiyanın ödənilməsi şərtləri və qaydaları barədə banka və ya Fonda yazılı və şifahi sorğu ilə müraciət edə və yazılı məlumat ala bilərlər.","Əmanətçilərin aşağıdakı hüquqları vardır:

*   Fondun iştirakçısı olması, əmanətlərin sığortalanması şərtləri, kompensasiya ödənilməsinin şərtləri və qaydaları barədə yazılı və şifahi sorğu ilə banka müraciət etmək və ondan yazılı məlumat almaq.
*   bankın Fondun iştirakçısı olması, əmanətlərin sığortalanması şərtləri, kompensasiyaların ödənilməsi şərtləri və qaydaları barədə yazılı və şifahi sorğu ilə Fonda müraciət etmək və ondan yazılı məlumat almaq.
*   iştirakçı bankın əmanətlər üzrə qanun və ya müqavilə şərtləri ilə öhdəliklərini yerinə yetirməməsi faktları barədə Fonda məlumat vermək (bu, tələb etmək hüququ deyil).
*   bu qanuna uyğun olaraq əmanətlər üzrə kompensasiya almaq.

(Note: The third point listed in the context is a duty of the depositor to inform the Fund, not a right to request information.)","[""Əmanətlərin sığortalanması haqqında_ch_III_art_25_30"", ""Əmanətlərin sığortalanması haqqında_ch_II_art_22_26"", ""Əmanətlərin sığortalanması haqqında_ch_II_art_21_25"", ""Əmanətlərin sığortalanması haqqında_ch_IV_art_30_36"", ""Əmanətlərin sığortalanması haqqında_ch_II_art_4_8""]","[""Əmanətlərin sığortalanması haqqında"", ""Əmanətlərin sığortalanması haqqında"", ""Əmanətlərin sığortalanması haqqında"", ""Əmanətlərin sığortalanması haqqında"", ""Əmanətlərin sığortalanması haqqında""]",37.07300750000286,0.008179708995157853,78.27886537500308,115.49238933299785,
Q019,laws,İştirakçı bank əmanətlər üzrə öhdəliklərini yerinə yetirmədikdə əmanətçi hansı hüquqa malikdir?,Əmanətçi iştirakçı bankın əmanətlər üzrə qanun və ya müqavilə ilə müəyyən edilmiş öhdəliklərini yerinə yetirməməsi faktı barədə Fonda məlumat vermək hüququna malikdir.,İştirakçı bankın əmanətlər üzrə öhdəliklərini yerinə yetirməməsi faktları barədə Fonda məlumat vermək və bu qanuna uyğun olaraq əmanətlər üzrə kompensasiya almaq hüququ vardır.,"[""Əmanətlərin sığortalanması haqqında_ch_III_art_25_30"", ""Əmanətlərin sığortalanması haqqında_ch_I_art_2_4_part1"", ""Əmanətlərin sığortalanması haqqında_ch_II_art_14_18"", ""Əmanətlərin sığortalanması haqqında_ch_I_art_2_4_part2"", ""Əmanətlərin sığortalanması haqqında_ch_II_art_21_25""]","[""Əmanətlərin sığortalanması haqqında"", ""Əmanətlərin sığortalanması haqqında"", ""Əmanətlərin sığortalanması haqqında"", ""Əmanətlərin sığortalanması haqqında"", ""Əmanətlərin sığortalanması haqqında""]",49.987933541997336,0.012272624997422099,23.217961292000837,73.35763579100603,
Q020,laws,Qorunan əmanətçi aldığı kompensasiya ilə əmanəti arasında fərq yarandıqda hansı hüquqdan istifadə edə bilər?,Qorunan əmanətçi aldığı kompensasiya ilə əmanəti arasındakı fərq məbləği üzrə qanunvericiliyə uyğun olaraq banka qarşı tələb irəli sürə bilər.,Qorunan əmanətçi Fonddan aldığı kompensasiya ilə əmanəti arasındakı fərq məbləğində qanunvericiliyə müvafiq qaydada banka qarşı tələb irəli sürə bilər.,"[""Əmanətlərin sığortalanması haqqında_ch_III_art_25_30"", ""Əmanətlərin sığortalanması haqqında_ch_I_art_2_4_part1"", ""Əmanətlərin sığortalanması haqqında_ch_III_art_27_32"", ""Əmanətlərin sığortalanması haqqında_ch_IV_art_31_37"", ""Əmanətlərin sığortalanması haqqında_ch_III_art_26_31""]","[""Əmanətlərin sığortalanması haqqında"", ""Əmanətlərin sığortalanması haqqında"", ""Əmanətlərin sığortalanması haqqında"", ""Əmanətlərin sığortalanması haqqında"", ""Əmanətlərin sığortalanması haqqında""]",34.30839587500668,0.007955917011713609,22.650730374996783,57.09122312499676,
Q021,laws,Fond tərəfindən sığortalanmış əmanətlər üzrə kompensasiya hansı məbləğdə ödənilir?,"Fond hər bir iştirakçı bankda sığortalanmış əmanət üzrə əmanətin 100 faizi həcmində, lakin 100 000 manatdan çox olmamaq şərti ilə kompensasiya ödəyir. Fiziki şəxslərin sahibkarlıq fəaliyyəti ilə bağlı hesabları üzrə maksimum 20 000 manat, notariusların depozit hesablarında olan fiziki şəxslərə məxsus vəsaitlər üzrə isə 100 faiz kompensasiya ödənilir.","Fond tərəfindən hər bir iştirakçı bankda sığortalanmış əmanət üzrə kompensasiya 100 faizi həcmində, lakin 100 min manatdan çox olmamaq şərtilə ödənilir. Fiziki şəxslərin sahibkarlıq fəaliyyəti ilə əlaqədar açdığı bank hesablarındakı pul vəsaitləri üzrə kompensasiya 20 min manatdan çox olmamaqla, notariusların depozit hesablarında olan fiziki şəxslərə məxsus pul vəsaitləri üzrə kompensasiya isə həmin pul vəsaitlərinin 100 faizi həcmində ödənilir.","[""Əmanətlərin sığortalanması haqqında_ch_III_art_26_31"", ""Əmanətlərin sığortalanması haqqında_ch_III_art_27_32"", ""Əmanətlərin sığortalanması haqqında_ch_IV_art_2_39_part7"", ""Əmanətlərin sığortalanması haqqında_ch_I_art_2_4_part1"", ""Əmanətlərin sığortalanması haqqında_ch_II_art_3_7""]","[""Əmanətlərin sığortalanması haqqında"", ""Əmanətlərin sığortalanması haqqında"", ""Əmanətlərin sığortalanması haqqında"", ""Əmanətlərin sığortalanması haqqında"", ""Əmanətlərin sığortalanması haqqında""]",43.412301999997,0.01881183400109876,67.75437895899813,111.39426529199409,
Q022,laws,Sığorta hadisəsi baş verdiyi gün əmanətçinin banka vaxtı çatmış öhdəliyi olduqda kompensasiya necə hesablanır?,"Əmanətçinin banka qarşı icra edilməmiş vaxtı çatmış öhdəliyi olduqda, həmin məbləğ (hesablanmış faizlər də daxil olmaqla) qorunan əmanətin məbləğindən çıxılır və kompensasiya qalan məbləğ üzrə hesablanır.","Kompensasiya, əmanətçinin bank qarşısında icra edilməyən öhdəliyinin hissəsi qorunan əmanətinin məbləğindən çıxılmaqla qalıq hissəsi üzrə ödənilir.","[""Əmanətlərin sığortalanması haqqında_ch_III_art_26_31"", ""Əmanətlərin sığortalanması haqqında_ch_III_art_27_32"", ""Əmanətlərin sığortalanması haqqında_ch_I_art_2_4_part2"", ""Əmanətlərin sığortalanması haqqında_ch_I_art_2_4_part1"", ""Əmanətlərin sığortalanması haqqında_ch_II_art_22_26""]","[""Əmanətlərin sığortalanması haqqında"", ""Əmanətlərin sığortalanması haqqında"", ""Əmanətlərin sığortalanması haqqında"", ""Əmanətlərin sığortalanması haqqında"", ""Əmanətlərin sığortalanması haqqında""]",34.98043087500264,0.007509542003390379,27.194287916005123,62.3294014169951,
Q023,governance_and_compliance,Risk iştahası nədir?,Risk iştahası investisiya şirkətinin strateji hədəflərinə çatması üçün riskgötürmə qabiliyyəti çərçivəsində qəbul etmək istədiyi riskin həcmidir.,"Risk iştahası, bankın strateji hədəflərinə çatması üçün riskgötürmə qabiliyyəti çərçivəsində qəbul etmək istədiyi likvidlik riskinin həcmid; və ya, investisiya şirkətinin strateji hədəflərinə çatması üçün riskgötürmə qabiliyyəti çərçivəsində qəbul etmək istədiyi riskin həcmi; və ya, bankın strateji hədəflərinə çatması üçün riskgötürmə qabiliyyəti çərçivəsində qəbul etmək istədiyi riskin həcmi.","[""1dfb892e-6204-4404-9166-c861f06996fa_art_2_6"", ""Banklarda korporativ idarəetmə Standartları_art_2_7_part2"", ""Azərbaycan Respublikası Prezidentinin Fərmanı_art_2_4_part2"", ""8a4d0220-9312-4ef2-88e8-c65b607a186a_art_2_8_part2"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7_art_2_8_part2""]","[""1dfb892e-6204-4404-9166-c861f06996fa"", ""Banklarda korporativ idarəetmə Standartları"", ""Azərbaycan Respublikası Prezidentinin Fərmanı"", ""8a4d0220-9312-4ef2-88e8-c65b607a186a"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7""]",30.1485985420004,0.008931999997003004,62.06822879098763,92.31016012499458,
Q024,governance_and_compliance,Risk limiti nədir?,Risk limiti investisiya şirkətinin göstərdiyi xidmətlər üzrə qəbul edilən riskin maksimal həddidir.,"Risk limiti, investisiya şirkətinin göstərdiyi xidmətlər üzrə qəbul edilən riskin maksimal həddidir.","[""8a4d0220-9312-4ef2-88e8-c65b607a186a_art_2_8_part2"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7_art_2_8_part2"", ""Azərbaycan Respublikası Prezidentinin Fərmanı_art_2_4_part2"", ""Banklarda korporativ idarəetmə Standartları_art_2_7_part2"", ""Banklarda korporativ idarəetmə Standartları_art_13_23_part1""]","[""8a4d0220-9312-4ef2-88e8-c65b607a186a"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7"", ""Azərbaycan Respublikası Prezidentinin Fərmanı"", ""Banklarda korporativ idarəetmə Standartları"", ""Banklarda korporativ idarəetmə Standartları""]",31.629635000004782,0.011559292004676536,45.79586658300832,77.58453187499254,
Q025,governance_and_compliance,2.1.11-ci bəndə əsasən insayd məlumat nədir?,"İnsayd məlumat açıqlanmamış, birbaşa və ya dolayı yolla emitentə, qiymətli kağızlara və ya törəmə maliyyə alətlərinə aid olan və açıqlandıqda onların qiymətinə əhəmiyyətli təsir göstərə biləcək dəqiq xarakterli məlumatdır.",There is not enough information available in the provided documents.,"[""“Qiymətli kağızlar bazarında sui-istifadələrin qarşısının alınması haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_9"", ""“Qiymətli kağızlar bazarında sui-istifadələrin qarşısının alınması haqqında Qaydalar”ın təsdiq edilməsi barədə_art_1_8"", ""“Qiymətli kağızlar bazarında sui-istifadələrin qarşısının alınması haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_10"", ""“Qiymətli kağızlar bazarında sui-istifadələrin qarşısının alınması haqqında Qaydalar”ın təsdiq edilməsi barədə_art_7_14_part1"", ""“Qiymətli kağızlar bazarında sui-istifadələrin qarşısının alınması haqqında Qaydalar”ın təsdiq edilməsi barədə_art_4_11""]","[""“Qiymətli kağızlar bazarında sui-istifadələrin qarşısının alınması haqqında Qaydalar”ın təsdiq edilməsi barədə"", ""“Qiymətli kağızlar bazarında sui-istifadələrin qarşısının alınması haqqında Qaydalar”ın təsdiq edilməsi barədə"", ""“Qiymətli kağızlar bazarında sui-istifadələrin qarşısının alınması haqqında Qaydalar”ın təsdiq edilməsi barədə"", ""“Qiymətli kağızlar bazarında sui-istifadələrin qarşısının alınması haqqında Qaydalar”ın təsdiq edilməsi barədə"", ""“Qiymətli kağızlar bazarında sui-istifadələrin qarşısının alınması haqqında Qaydalar”ın təsdiq edilməsi barədə""]",38.77551079199475,0.009812042000703514,39.527272834006,78.48241908299678,
Q026,governance_and_compliance,Daxili audit xidməti rəhbərinin əsas vəzifələrindən biri nədir?,Daxili audit xidməti rəhbəri daxili auditorların fəaliyyəti ilə bağlı uzunmüddətli və illik inkişaf planlarını hazırlayır və təsərrüfat subyektinin müvafiq idarəetmə orqanına təqdim edir.,Daxili audit xidmətinin rəhbəri uzunmüddətli və illik inkişaf planlarını hazırlayır və təsərrüfat subyektinin müvafiq idarəetmə orqanına təqdim edir.,"[""Daxili audit haqqında_ch_III_art_9_13"", ""Daxili audit haqqında_ch_II_art_4_7"", ""Daxili audit haqqında_ch_II_art_3_6"", ""Azərbaycan Respublikası Prezidentinin Fərmanı_art_13_21_part1"", ""Banklarda korporativ idarəetmə Standartları_art_17_29_part1""]","[""Daxili audit haqqında"", ""Daxili audit haqqında"", ""Daxili audit haqqında"", ""Azərbaycan Respublikası Prezidentinin Fərmanı"", ""Banklarda korporativ idarəetmə Standartları""]",29.361743874993408,0.011923125013709068,55.525743167003384,85.05791433301056,
Q027,governance_and_compliance,9.1.4-cü bəndə əsasən daxili auditorun müstəqilliyinə və ya obyektivliyinə müdaxilə edildikdə hansı tədbir görülməlidir?,Daxili auditorun müstəqilliyinə və ya obyektivliyinə müdaxilələr barədə təsərrüfat subyektinin müvafiq idarəetmə orqanı məlumatlandırılmalıdır.,Daxili auditorun müstəqilliyinə və ya obyektivliyinə müdaxilələr barədə təsərrüfat subyektinin müvafiq idarəetmə orqanını məlumatlandırmalıdır.,"[""Daxili audit haqqında_ch_III_art_9_13"", ""Daxili audit haqqında_ch_II_art_5_8"", ""«Dövlət qeydiyyatına alınmışdır»_art_2_2"", ""«Dövlət qeydiyyatına alınmışdır»_art_4_4"", ""Daxili audit haqqında_ch_III_art_8_12""]","[""Daxili audit haqqında"", ""Daxili audit haqqında"", ""«Dövlət qeydiyyatına alınmışdır»"", ""«Dövlət qeydiyyatına alınmışdır»"", ""Daxili audit haqqında""]",29.041047749997233,0.010995459000696428,27.062599625001894,56.26148370800365,
Q028,governance_and_compliance,Audit zamanı aşkar edilmiş nöqsan və çatışmazlıqlarla bağlı hansı təkliflər verilməlidir?,Audit zamanı aşkar edilmiş nöqsan və çatışmazlıqların aradan qaldırılmasına məsul olan şəxslər göstərilməklə təsərrüfat subyektinin müvafiq idarəetmə orqanına təkliflər verilir.,"9.1.3. audit zamanı aşkar edilmiş nöqsan və çatışmazlıqların aradan qaldırılmasına məsul olan şəxslər göstərilməklə, təsərrüfat subyektinin müvafiq idarəetmə orqanına təkliflər verilir.","[""Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər_art_5_17_part1"", ""Daxili audit haqqında_ch_III_art_9_13"", ""Daxili audit haqqında_ch_II_art_4_7"", ""Auditor xidməti haqqında_art_13_14"", ""Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər_art_5_17_part2""]","[""Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər"", ""Daxili audit haqqında"", ""Daxili audit haqqında"", ""Auditor xidməti haqqında"", ""Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər""]",27.41539945799741,0.011055125010898337,65.02740845900553,92.6132871669979,
Q029,governance_and_compliance,İcra olunmuş uzunmüddətli və daimi saxlanılan sənədlər idarə arxivinə nə vaxt təhvil verilir?,İcra olunmuş uzunmüddətli (10 ildən çox) və daimi saxlanılan sənədlər müvafiq struktur bölmələrdə iki illik saxlanma və istifadə müddəti başa çatdıqdan sonra idarə arxivinə təhvil verilir.,İcra olunmuş uzunmüddətli (10 ildən çox) və daimi saxlanılan sənədlərdən ibarət işlər Mərkəzi Bankın və bankların arxivlərinə iki illik saxlanma və istifadə müddəti qurtardıqdan sonra təhvil verilir.,"[""“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_4_8_part1"", ""“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_6_11"", ""“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_254_282_part1"", ""“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_5_10"", ""“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_246_274""]","[""“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə"", ""“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə"", ""“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə"", ""“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə"", ""“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə""]",36.983477749992744,0.01027104101376608,49.649053000001004,86.80638349999208,
Q030,governance_and_compliance,4.7-ci bəndə əsasən idarə arxivində saxlanılan sənədlər müvəqqəti istifadə üçün hansı şərtlərlə verilə bilər?,İdarə arxivində saxlanılan sənədlər yalnız rəhbər vəzifəli şəxslər tərəfindən imzalanmış tələbnamə əsasında və 5 iş günündən çox olmayan müddətə müvəqqəti istifadə üçün verilə bilər.,İdarə arxivində saxlanılan sənədlər müvəqqəti istifadə üçün yalnız rəhbər vəzifəli şəxslər tərəfindən imzalanmış tələbnamə (əlavə 6) əsasında 5 iş günündən çox olmayan müddətə götürülə bilər. Tələbnamədə sənədlərin siyahısı göstərilir.,"[""“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_4_8_part1"", ""“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_6_11"", ""“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_252_280"", ""“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_254_282_part1"", ""“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_4_8_part2""]","[""“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə"", ""“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə"", ""“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə"", ""“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə"", ""“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə""]",28.38702199999534,0.018515791991376318,26.481709832994966,55.08985816600034,
